hour_bin,cw1,cw2
2025-02-22 15:00:00+01:00,0.46827880512091036,0.3368421052631579
2025-02-22 16:00:00+01:00,0.45288926843154,0.4295473953885568
2025-02-22 17:00:00+01:00,0.38463726884779514,0.4241820768136558
2025-02-22 18:00:00+01:00,0.36966420034149117,0.43141718838929993
2025-02-22 19:00:00+01:00,0.34167852062588905,0.43072546230440967
2025-02-22 20:00:00+01:00,0.40273037542662116,0.4311717861205916
2025-02-22 21:00:00+01:00,0.37108708025042686,0.4940239043824701
2025-02-22 22:00:00+01:00,0.29985775248933144,0.5052631578947369
2025-02-22 23:00:00+01:00,0.5064011379800853,0.37069701280227596
2025-02-23 00:00:00+01:00,0.0,1.0
2025-02-23 04:00:00+01:00,0.3258555133079848,0.23193916349809887
2025-02-23 05:00:00+01:00,0.27880512091038406,0.4702702702702703
2025-02-23 06:00:00+01:00,0.3928876244665718,0.3832147937411095
2025-02-23 07:00:00+01:00,0.3381683731513083,0.5065415244596132
2025-02-23 08:00:00+01:00,0.4163346613545817,0.40922026180990323
2025-02-23 09:00:00+01:00,0.37649402390438247,0.4225953329538987
2025-02-23 10:00:00+01:00,0.3225255972696246,0.43686006825938567
2025-02-23 11:00:00+01:00,0.4184921763869132,0.3476529160739687
2025-02-23 12:00:00+01:00,0.4321479374110953,0.3379800853485064
2025-02-23 13:00:00+01:00,0.4416619237336369,0.36795674445076837
2025-02-23 14:00:00+01:00,0.43938531587933977,0.3286852589641434
2025-02-23 15:00:00+01:00,0.4416951080773606,0.3390216154721274
2025-02-23 16:00:00+01:00,0.4648648648648649,0.40483641536273113
